,Uniform,Gaussian,Nearly Sorted,Fully Sorted,Reversed,Few Unique Values
796,2039,7433,796,796,9203,3
797,9293,-2401,797,797,9202,4
798,9138,-12521,798,798,9201,2
799,2299,-1933,799,799,9200,9
800,614,18128,800,800,9199,1
801,4827,12783,801,801,9198,2
802,7301,-7305,802,802,9197,3
803,3132,3943,803,803,9196,4
804,1061,-10876,804,804,9195,1
805,5057,-12006,805,805,9194,1
806,886,1438,806,806,9193,7
807,8234,3475,807,807,9192,2
808,7570,-7119,808,808,9191,9
809,5537,10748,809,809,9190,9
810,8602,-428,810,810,9189,7
811,6142,14557,811,811,9188,0
812,3547,5179,812,812,9187,0
813,7895,177,813,813,9186,3
814,3329,-9513,814,814,9185,0
815,8137,7230,815,815,9184,5
816,4773,-5006,816,816,9183,3
817,5514,7077,817,817,9182,6
818,343,-8306,818,818,9181,8
819,8664,-21878,819,819,9180,0
820,3653,-15716,820,820,9179,5
821,6821,-4147,208,821,9178,3
822,8958,14513,822,822,9177,5
823,3274,-10493,823,823,9176,7
824,3023,2378,824,824,9175,1
825,7240,-1929,3173,825,9174,3
826,184,-12515,826,826,9173,7
827,4207,-7417,827,827,9172,3
828,7953,12189,828,828,9171,5
829,8443,-18013,829,829,9170,9
830,8352,15449,830,830,9169,7
831,2698,9116,831,831,9168,0
832,5190,5728,5179,832,9167,7
833,9580,-7181,833,833,9166,6
834,9270,14982,834,834,9165,7
835,386,-10339,835,835,9164,1
836,8949,9394,836,836,9163,9
837,7826,-1164,253,837,9162,8
838,9534,-861,5072,838,9161,7
839,1049,8240,839,839,9160,5
840,2213,5808,840,840,9159,5
841,8737,-21158,841,841,9158,2
842,8416,-5562,842,842,9157,7
843,1652,-1085,843,843,9156,1
844,5765,10444,844,844,9155,2
845,4414,3703,845,845,9154,6
846,2239,14980,846,846,9153,1
847,6458,-2943,7724,847,9152,0
848,5677,-22659,848,848,9151,0
849,434,870,6405,849,9150,0
850,8319,-9948,850,850,9149,9
851,4924,14055,851,851,9148,7
852,3127,-5385,1805,852,9147,1
853,4510,-19410,853,853,9146,8
854,152,10793,854,854,9145,4
855,2169,2701,855,855,9144,2
856,6458,-10587,856,856,9143,8
857,8415,-15,6230,857,9142,6
858,632,13483,1798,858,9141,9
859,9314,-5777,859,859,9140,4
860,441,-2923,860,860,9139,6
861,1915,11253,861,861,9138,6
862,3654,-1056,862,862,9137,7
863,8076,10848,863,863,9136,2
864,2371,29007,5969,864,9135,3
865,965,4157,865,865,9134,9
866,5971,-18503,9271,866,9133,6
867,9010,20822,867,867,9132,8
868,4826,-9429,868,868,9131,5
869,1254,-10951,869,869,9130,6
870,5668,-3440,870,870,9129,4
871,4707,7627,871,871,9128,6
872,3347,-14011,7810,872,9127,4
873,1484,-3410,9663,873,9126,0
874,9527,608,874,874,9125,8
875,8688,-1063,875,875,9124,6
876,1114,14495,876,876,9123,2
877,2396,16637,877,877,9122,6
878,8920,-12449,878,878,9121,7
879,5232,6107,879,879,9120,2
880,2552,-5980,880,880,9119,1
881,1883,-9124,881,881,9118,5
882,7031,8299,882,882,9117,0
883,2445,-3591,883,883,9116,2
884,63,20145,884,884,9115,1
885,3532,-15776,4014,885,9114,4
886,3792,9100,886,886,9113,4
887,5888,15490,887,887,9112,7
888,2398,-7804,888,888,9111,8
889,9508,-23620,889,889,9110,4
890,14,15503,890,890,9109,0
891,678,-17616,891,891,9108,9
892,5716,-4002,892,892,9107,8
893,7317,1075,893,893,9106,6
894,5682,-2016,894,894,9105,3
895,6656,7454,895,895,9104,5
896,5341,-16976,896,896,9103,2
897,5048,12700,897,897,9102,0
898,2018,-6740,4517,898,9101,8
899,9598,2796,899,899,9100,5
900,9743,22379,900,900,9099,8
901,685,7854,901,901,9098,9
902,9350,-304,902,902,9097,4
903,4457,3458,903,903,9096,5
904,4059,-1561,2832,904,9095,3
905,3617,54,7089,905,9094,9
906,625,-352,906,906,9093,8
907,8619,-2626,907,907,9092,3
908,521,16841,3081,908,9091,0
909,7394,-12620,909,909,9090,8
910,2798,-15874,910,910,9089,9
911,391,-23147,911,911,9088,9
912,5580,-469,912,912,9087,4
913,1416,-6691,913,913,9086,8
914,5560,-6212,914,914,9085,3
915,5457,-1020,915,915,9084,6
916,869,-4893,916,916,9083,7
917,144,-15533,917,917,9082,6
918,6133,109,918,918,9081,5
919,738,-6295,919,919,9080,4
920,903,16934,4708,920,9079,9
921,4503,-15927,2212,921,9078,7
922,5229,-4589,922,922,9077,3
923,3737,6468,7206,923,9076,6
924,8199,537,1702,924,9075,5
925,7698,723,925,925,9074,9
926,9182,2257,926,926,9073,8
927,95,4630,927,927,9072,5
928,3417,3224,928,928,9071,6
929,9490,-6249,929,929,9070,2
930,7522,-777,930,930,9069,1
931,3695,-14460,931,931,9068,8
932,8947,-6510,932,932,9067,8
933,7631,9609,933,933,9066,4
934,2813,8735,934,934,9065,3
935,8405,10646,1576,935,9064,8
936,9559,-1797,936,936,9063,2
937,6679,-15125,937,937,9062,8
938,4742,775,938,938,9061,9
939,5193,-4003,939,939,9060,6
940,2705,-8340,940,940,9059,7
941,936,5284,941,941,9058,1
942,9769,-7916,8802,942,9057,1
943,5183,2352,1490,943,9056,2
944,2814,-4084,944,944,9055,6
945,8201,11012,945,945,9054,1
946,959,4204,946,946,9053,1
947,6380,9469,947,947,9052,0
948,8700,-9467,948,948,9051,8
949,5638,8449,949,949,9050,8
950,2423,-13490,950,950,9049,7
951,9936,210,951,951,9048,9
952,254,4951,952,952,9047,6
953,9800,-11989,953,953,9046,4
954,2546,-14351,954,954,9045,3
955,9276,1219,955,955,9044,0
956,6096,692,956,956,9043,4
957,684,-13129,4169,957,9042,3
958,373,-5114,958,958,9041,6
959,2450,-15585,959,959,9040,9
960,5144,2592,960,960,9039,8
961,2480,-1094,961,961,9038,9
962,1629,-4916,962,962,9037,3
963,6618,-6193,963,963,9036,2
964,8360,18151,964,964,9035,4
965,4661,-3866,965,965,9034,4
966,6167,-3582,966,966,9033,2
967,4068,-23913,967,967,9032,5
968,9462,3222,968,968,9031,8
969,5318,21633,969,969,9030,8
970,7645,6405,2923,970,9029,4
971,1704,8944,971,971,9028,6
972,3598,4612,972,972,9027,5
973,1990,1123,973,973,9026,4
974,4376,3276,974,974,9025,3
975,8776,-2834,975,975,9024,6
976,140,16543,976,976,9023,9
977,5866,-5525,977,977,9022,9
978,759,-1331,978,978,9021,9
979,4574,-6034,979,979,9020,7
980,2934,-24198,980,980,9019,9
981,1402,9735,981,981,9018,0
982,6149,1006,982,982,9017,3
983,1174,-14543,4625,983,9016,7
984,2637,-24883,984,984,9015,9
985,4413,-629,985,985,9014,8
986,2680,-17425,986,986,9013,7
987,2496,11797,987,987,9012,2
988,132,4032,988,988,9011,7
989,2871,2968,989,989,9010,9
990,130,-19669,990,990,9009,4
991,5794,-12800,991,991,9008,8
992,1971,134,992,992,9007,6
993,1263,13099,993,993,9006,0
994,4240,4702,994,994,9005,3
995,2729,5411,995,995,9004,4
996,5932,16062,996,996,9003,6
997,7131,13605,997,997,9002,2
998,4014,-12079,998,998,9001,9
999,5133,-3724,999,999,9000,5
1000,5485,-9395,3070,1000,8999,6
1001,3892,11538,1001,1001,8998,8
1002,5050,2741,1002,1002,8997,8
1003,5898,17648,1003,1003,8996,1
1004,5049,-11982,1004,1004,8995,1
1005,7326,5643,1005,1005,8994,2
1006,3682,-7340,8230,1006,8993,3
1007,792,3597,1007,1007,8992,0
1008,9845,11081,1008,1008,8991,8
1009,5133,-2449,1009,1009,8990,8
1010,2731,19910,1010,1010,8989,5
1011,9866,-6238,1011,1011,8988,5
1012,9327,-11579,1012,1012,8987,5
1013,4751,10290,1013,1013,8986,0
1014,4623,-2830,1014,1014,8985,3
1015,7560,-7104,2392,1015,8984,5
1016,7179,-11730,6903,1016,8983,6
1017,4884,-8167,1017,1017,8982,8
1018,8183,261,1018,1018,8981,5
1019,1587,-2162,1019,1019,8980,6
1020,6517,-21399,1020,1020,8979,7
1021,2247,-81,5788,1021,8978,0
1022,3195,11674,1022,1022,8977,8
1023,842,-2113,1023,1023,8976,1
1024,5611,-12729,1024,1024,8975,2
1025,1003,-1075,1025,1025,8974,2
1026,3287,-10918,1026,1026,8973,2
1027,6346,-4008,1027,1027,8972,6
1028,7839,-1411,1028,1028,8971,6
1029,1100,-3936,1029,1029,8970,1
1030,9770,-3625,1071,1030,8969,2
1031,5607,4985,1031,1031,8968,5
1032,9974,-11283,1032,1032,8967,0
1033,901,6007,1033,1033,8966,3
1034,3659,-13814,1034,1034,8965,2
1035,816,-12164,1035,1035,8964,6
1036,1280,272,1036,1036,8963,8
1037,4220,-10247,1037,1037,8962,8
1038,1579,4113,1038,1038,8961,6
1039,1300,6309,1039,1039,8960,9
1040,9424,-4525,1040,1040,8959,6
1041,5066,9914,1041,1041,8958,8
1042,6896,-8402,1042,1042,8957,6
1043,9997,833,8282,1043,8956,6
1044,4548,-15158,1044,1044,8955,5
1045,545,-11189,3030,1045,8954,4
1046,5175,-12572,1046,1046,8953,1
1047,2508,-6994,1047,1047,8952,9
1048,8431,-8273,1048,1048,8951,8
1049,8130,-2681,1049,1049,8950,4
1050,3421,-13052,1050,1050,8949,2
1051,8501,-7979,1051,1051,8948,0
1052,4101,9358,1052,1052,8947,3
1053,5172,-2538,1053,1053,8946,2
1054,9944,11397,1054,1054,8945,4
1055,8180,2257,1055,1055,8944,8
1056,2837,17564,1056,1056,8943,1
1057,7495,-8977,9371,1057,8942,8
1058,7504,-11870,1058,1058,8941,0
1059,8191,7028,1059,1059,8940,5
1060,88,-23595,1060,1060,8939,3
1061,9956,-4553,1061,1061,8938,2
1062,7658,11492,4697,1062,8937,6
1063,7953,3590,1063,1063,8936,4
1064,4666,-22427,1064,1064,8935,3
1065,4224,-2043,1065,1065,8934,4
1066,2604,-1156,1066,1066,8933,9
1067,820,-2153,1067,1067,8932,0
1068,3919,-18013,1068,1068,8931,1
1069,6676,6284,8133,1069,8930,8
1070,9920,14983,1070,1070,8929,9
1071,7976,12382,1071,1071,8928,4
1072,7072,-9155,1072,1072,8927,0
1073,6114,-15532,1073,1073,8926,9
1074,8504,-5923,1074,1074,8925,6
1075,2395,2432,1075,1075,8924,6
1076,8715,5384,1076,1076,8923,9
1077,7872,-5434,1077,1077,8922,4
1078,5519,-15180,1078,1078,8921,4
1079,550,10173,1079,1079,8920,5
1080,5687,-21042,1080,1080,8919,1
1081,4492,-4492,1081,1081,8918,0
1082,9352,-4667,1082,1082,8917,5
1083,6876,12530,1083,1083,8916,7
1084,3210,-981,1084,1084,8915,5
1085,6248,9728,1085,1085,8914,0
1086,8194,16276,1086,1086,8913,9
1087,3491,-3410,7721,1087,8912,4
1088,9380,-6158,1088,1088,8911,5
1089,2305,10822,1089,1089,8910,8
1090,5382,8481,1090,1090,8909,8
1091,642,-6141,1091,1091,8908,6
1092,6432,7492,1092,1092,8907,7
1093,3169,710,1093,1093,8906,4
1094,2324,-2868,1094,1094,8905,1
1095,7803,-817,1095,1095,8904,2
1096,4866,3960,1096,1096,8903,2
1097,3601,-1519,1097,1097,8902,6
1098,8537,-6836,1098,1098,8901,7
1099,1834,-2346,1099,1099,8900,3
1100,9115,-3214,1100,1100,8899,4
1101,5709,-14579,1101,1101,8898,3
1102,2118,-3849,1102,1102,8897,0
1103,5373,7818,1103,1103,8896,5
1104,1121,-2164,4170,1104,8895,2
1105,8280,-2972,1105,1105,8894,8
1106,8566,8462,1106,1106,8893,0
1107,945,12624,1107,1107,8892,2
1108,3080,-2923,1108,1108,8891,3
1109,9240,-10605,1109,1109,8890,4
1110,4861,-8546,1110,1110,8889,1
1111,1113,4287,1111,1111,8888,0
1112,8072,-15488,9003,1112,8887,9
1113,1812,-3267,1516,1113,8886,7
1114,1062,5019,1114,1114,8885,1
1115,6001,5399,1115,1115,8884,8
1116,9152,8479,1116,1116,8883,7
1117,983,17800,1117,1117,8882,0
1118,5969,-10909,1118,1118,8881,6
1119,2835,-1076,1119,1119,8880,1
1120,7745,7057,1120,1120,8879,7
1121,4977,4347,1121,1121,8878,0
1122,6372,-2278,2400,1122,8877,6
1123,3561,-15462,1123,1123,8876,0
1124,9825,-1708,1124,1124,8875,7
1125,2987,-225,1125,1125,8874,1
1126,9974,-17080,1126,1126,8873,4
1127,7630,2872,1127,1127,8872,9
1128,3808,7792,4407,1128,8871,7
1129,1414,-3544,1129,1129,8870,6
1130,1814,2683,1130,1130,8869,4
1131,6995,4124,1131,1131,8868,7
1132,8087,-8647,1132,1132,8867,8
1133,6718,10458,1133,1133,8866,5
1134,2197,5073,1134,1134,8865,0
1135,3531,-708,5769,1135,8864,6
1136,8795,10288,1136,1136,8863,7
1137,3148,-12134,1137,1137,8862,0
1138,306,-2510,5741,1138,8861,0
1139,1919,5494,8143,1139,8860,0
1140,8003,17128,1140,1140,8859,0
1141,9482,651,1141,1141,8858,1
1142,249,423,1142,1142,8857,5
1143,3951,18294,1143,1143,8856,5
1144,4211,-11703,1144,1144,8855,9
1145,9389,19438,1145,1145,8854,9
1146,7924,2131,1146,1146,8853,8
1147,2290,-2867,1147,1147,8852,8
1148,7362,-1432,1148,1148,8851,8
1149,922,-5362,1149,1149,8850,2
1150,5132,-1009,5842,1150,8849,9
1151,1440,7531,1151,1151,8848,9
1152,270,14901,1152,1152,8847,5
1153,411,-12751,1153,1153,8846,3
1154,5601,14494,1154,1154,8845,0
1155,6602,-8813,1155,1155,8844,9
1156,5202,-7559,1156,1156,8843,7
1157,4782,-2754,6929,1157,8842,5
1158,7018,20314,1158,1158,8841,0
1159,8221,745,1159,1159,8840,7
1160,69,-10423,1160,1160,8839,6
1161,9134,-3721,1161,1161,8838,2
1162,4317,6501,1162,1162,8837,8
1163,9282,-18910,1163,1163,8836,5
1164,6236,2665,1164,1164,8835,1
1165,8568,14791,1165,1165,8834,7
1166,2981,2285,798,1166,8833,8
1167,5430,-13381,1167,1167,8832,1
1168,1384,-10656,676,1168,8831,4
1169,5262,-6921,1169,1169,8830,0
1170,2947,1893,1170,1170,8829,7
1171,9329,-13545,1171,1171,8828,8
1172,9168,-1525,1172,1172,8827,5
1173,9669,1219,968,1173,8826,1
1174,3845,13581,1746,1174,8825,1
1175,7800,-10065,1175,1175,8824,6
1176,4664,762,662,1176,8823,3
1177,9423,-11795,1177,1177,8822,1
1178,208,3847,1178,1178,8821,2
1179,1426,-8752,1179,1179,8820,8
1180,7775,-13982,1180,1180,8819,8
1181,5191,582,1181,1181,8818,4
1182,1854,14886,829,1182,8817,1
1183,9247,-3342,1183,1183,8816,1
1184,2978,10515,1184,1184,8815,3
1185,8563,-21714,1185,1185,8814,9
1186,9774,-3086,1186,1186,8813,9
1187,2401,-2771,3562,1187,8812,1
1188,6451,-2915,1188,1188,8811,3
1189,488,-20619,1189,1189,8810,8
1190,73,7609,1638,1190,8809,7
1191,8137,-5477,1191,1191,8808,7
1192,5315,3552,1192,1192,8807,1
1193,1547,-13695,1193,1193,8806,4
1194,5961,1176,1194,1194,8805,5
1195,1675,-5344,1195,1195,8804,1
1196,6267,370,1196,1196,8803,9
1197,2785,9189,1197,1197,8802,8
1198,4350,9846,1596,1198,8801,0
1199,3338,363,1199,1199,8800,4
1200,1060,-1082,1200,1200,8799,3
1201,6916,10573,1201,1201,8798,0
1202,6785,-1781,1202,1202,8797,6
1203,5560,18272,1203,1203,8796,7
1204,8427,-16964,1204,1204,8795,4
1205,6556,7349,1205,1205,8794,5
1206,6274,-8357,1206,1206,8793,9
1207,4841,-5653,1207,1207,8792,1
1208,2230,25013,1208,1208,8791,0
1209,3960,-694,1209,1209,8790,4
1210,4043,3421,1210,1210,8789,7
1211,55,-5073,1211,1211,8788,0
1212,6403,7115,1212,1212,8787,8
1213,9271,10580,1213,1213,8786,0
1214,1236,18592,1214,1214,8785,5
1215,8808,7618,2437,1215,8784,5
1216,3329,229,705,1216,8783,8
1217,6362,14137,1217,1217,8782,1
1218,4884,15786,1218,1218,8781,9
1219,5631,6648,1219,1219,8780,9
1220,8921,-15327,1220,1220,8779,2
1221,5947,11021,1221,1221,8778,5
1222,190,-12864,1222,1222,8777,6
1223,1568,-17657,1223,1223,8776,0
1224,4368,-3686,1224,1224,8775,8
1225,5550,22869,1225,1225,8774,2
1226,3743,-18753,925,1226,8773,6
1227,8490,8132,1227,1227,8772,2
1228,9481,-9067,1228,1228,8771,0
1229,1103,-603,1229,1229,8770,5
1230,2178,-2985,1230,1230,8769,4
1231,5978,-7322,1231,1231,8768,2
1232,6315,8751,1232,1232,8767,3
1233,2377,-22460,1233,1233,8766,4
1234,8973,4783,1234,1234,8765,3
1235,6893,-7872,1235,1235,8764,2
1236,4034,-5459,1236,1236,8763,2
1237,3443,-13007,1237,1237,8762,7
1238,8203,6628,1238,1238,8761,6
1239,8153,-10877,1239,1239,8760,4
1240,4091,4236,1240,1240,8759,9
1241,5977,-1475,1241,1241,8758,0
1242,4079,11715,1242,1242,8757,0
1243,7856,11863,1243,1243,8756,6
1244,1479,7585,1244,1244,8755,8
1245,5023,-12743,1245,1245,8754,4
1246,8778,-9911,1246,1246,8753,0
1247,2996,12672,1247,1247,8752,6
1248,8915,-1450,1248,1248,8751,0
1249,3855,-11839,1249,1249,8750,1
1250,93,13208,1250,1250,8749,9
1251,4951,-2243,1251,1251,8748,8
1252,6643,-4879,1252,1252,8747,8
1253,5602,5339,1253,1253,8746,3
1254,15,-9373,1254,1254,8745,9
1255,4321,-15715,1255,1255,8744,5
1256,7584,1025,1256,1256,8743,7
1257,8610,-1094,6309,1257,8742,6
1258,2698,-7312,1258,1258,8741,4
1259,9317,-15010,1259,1259,8740,0
1260,1178,-9345,1260,1260,8739,1
1261,4318,3241,1261,1261,8738,5
1262,8341,-17595,1262,1262,8737,1
1263,8950,1733,1263,1263,8736,2
1264,6327,-3889,1264,1264,8735,1
1265,7833,5510,1265,1265,8734,4
1266,7054,-9987,1266,1266,8733,7
1267,6302,-5997,1267,1267,8732,4
1268,6,2790,1268,1268,8731,8
1269,484,-6196,1269,1269,8730,3
1270,9928,5526,1270,1270,8729,4
1271,1728,-13485,1271,1271,8728,8
1272,5982,3774,1272,1272,8727,6
1273,9644,-11405,1273,1273,8726,7
1274,122,-4435,1274,1274,8725,9
1275,5004,10098,1275,1275,8724,1
1276,3004,-11322,1276,1276,8723,1
1277,8984,-9723,1277,1277,8722,9
1278,1692,-6094,1278,1278,8721,1
1279,3134,822,1279,1279,8720,7
1280,3742,-14254,1280,1280,8719,9
1281,8269,7563,1795,1281,8718,8
1282,4979,8785,1282,1282,8717,9
1283,1279,-11579,9482,1283,8716,0
1284,9661,-5579,1284,1284,8715,6
1285,6429,13772,1285,1285,8714,2
1286,9693,-11364,1286,1286,8713,8
1287,8348,1261,1287,1287,8712,9
1288,9247,24376,1288,1288,8711,5
1289,9670,-3858,1289,1289,8710,6
1290,3621,2550,1271,1290,8709,2
1291,7834,-15025,7274,1291,8708,0
1292,4895,10871,1292,1292,8707,9
1293,6814,-6533,1293,1293,8706,0
1294,403,-25,1294,1294,8705,7
1295,5265,794,9445,1295,8704,6
1296,1111,-1961,7015,1296,8703,7
1297,2004,9509,1297,1297,8702,9
1298,4956,15968,1298,1298,8701,0
1299,1577,10982,1299,1299,8700,0
1300,8303,-490,1300,1300,8699,5
1301,7032,-6316,1301,1301,8698,7
1302,106,-11695,1302,1302,8697,5
1303,8884,-4395,1303,1303,8696,6
1304,7450,-7819,1304,1304,8695,8
1305,4129,8066,1305,1305,8694,8
1306,6452,2688,1306,1306,8693,3
1307,51,5715,1307,1307,8692,3
1308,8309,21,1308,1308,8691,0
1309,4723,-861,3451,1309,8690,2
1310,1934,2844,1310,1310,8689,2
1311,7093,-4383,1311,1311,8688,3
1312,4914,7401,1312,1312,8687,7
1313,3907,-21311,1313,1313,8686,4
1314,9262,-2904,1314,1314,8685,9
1315,4135,7900,1315,1315,8684,9
1316,704,-5379,1316,1316,8683,6
1317,1949,-4512,506,1317,8682,0
1318,3178,1996,1318,1318,8681,6
1319,3470,-4160,1319,1319,8680,7
1320,4426,5155,1320,1320,8679,6
1321,1615,21449,1321,1321,8678,5
1322,6169,-1034,1322,1322,8677,0
1323,7946,-969,1323,1323,8676,7
1324,4718,1123,1324,1324,8675,0
1325,7440,1344,1325,1325,8674,0
1326,2162,3030,1326,1326,8673,5
1327,7867,-17595,1327,1327,8672,8
1328,2818,-17247,1328,1328,8671,1
1329,7974,-2713,1329,1329,8670,4
1330,6198,5310,1330,1330,8669,6
1331,4532,-4086,1331,1331,8668,6
1332,6846,3209,9053,1332,8667,6
1333,4337,-2416,1333,1333,8666,3
1334,1335,13779,6963,1334,8665,2
1335,5028,169,1335,1335,8664,0
1336,3267,-9277,1336,1336,8663,0
1337,4237,13303,1337,1337,8662,9
1338,269,5627,1338,1338,8661,6
1339,2405,-2812,1339,1339,8660,9
1340,7360,6697,7063,1340,8659,9
1341,6684,-3739,6497,1341,8658,0
1342,3331,1904,1342,1342,8657,2
1343,4191,6423,1343,1343,8656,4
1344,9329,-211,1344,1344,8655,4
1345,7794,3323,1345,1345,8654,4
1346,2729,-23914,4130,1346,8653,5
1347,8369,4543,1347,1347,8652,1
1348,4726,3513,1348,1348,8651,0
1349,9339,6969,1349,1349,8650,1
1350,6542,-4589,1350,1350,8649,2
1351,8850,12374,1351,1351,8648,5
1352,215,25432,1352,1352,8647,2
1353,518,5625,1353,1353,8646,2
1354,8465,7870,1354,1354,8645,4
1355,1752,-3089,1355,1355,8644,8
1356,1964,-11868,1356,1356,8643,3
1357,7036,941,1357,1357,8642,5
1358,4060,-3909,1358,1358,8641,3
1359,2924,4781,1359,1359,8640,8
1360,7697,10968,1360,1360,8639,4
1361,6012,-7175,1361,1361,8638,0
1362,4379,3601,1362,1362,8637,2
1363,1859,11014,1363,1363,8636,5
1364,7199,1142,1364,1364,8635,5
1365,5416,21151,1365,1365,8634,3
1366,5407,19534,1366,1366,8633,5
1367,3973,3444,1367,1367,8632,3
1368,4118,-18912,1368,1368,8631,1
1369,6874,14736,1369,1369,8630,3
1370,3334,6332,1370,1370,8629,4
1371,3159,-2411,1371,1371,8628,4
1372,9443,-9066,1372,1372,8627,0
1373,4529,6267,1373,1373,8626,2
1374,8644,2851,1374,1374,8625,5
1375,7727,5928,1375,1375,8624,1
1376,1621,-10056,1376,1376,8623,5
1377,7614,3896,1377,1377,8622,1
1378,8942,-277,1378,1378,8621,7
1379,2042,13797,1379,1379,8620,1
1380,1040,5852,1380,1380,8619,2
1381,5302,-13167,1381,1381,8618,2
1382,9943,964,1382,1382,8617,6
1383,2893,3519,1383,1383,8616,4
1384,3635,14169,1384,1384,8615,8
1385,9859,17971,1385,1385,8614,2
1386,6180,15178,1386,1386,8613,5
1387,28,980,1387,1387,8612,6
1388,898,-17465,1388,1388,8611,7
1389,4505,-12034,1389,1389,8610,2
1390,2840,-604,3090,1390,8609,5
1391,1279,-20851,1391,1391,8608,4
1392,7600,12359,1392,1392,8607,6
1393,2387,-4942,1393,1393,8606,1
1394,9685,7577,1394,1394,8605,1
1395,2013,-2410,1395,1395,8604,6
1396,8026,-3060,1396,1396,8603,5
1397,9185,-15378,1397,1397,8602,5
1398,119,4816,1398,1398,8601,0
1399,6333,17287,1399,1399,8600,6
1400,8769,2156,1400,1400,8599,1
1401,102,14745,1401,1401,8598,7
1402,6342,-12609,1402,1402,8597,1
1403,1333,2985,1248,1403,8596,2
1404,3672,-18274,4284,1404,8595,3
1405,6570,2950,995,1405,8594,6
1406,2266,13243,1406,1406,8593,3
1407,5576,-11268,1407,1407,8592,4
1408,7636,-73,1408,1408,8591,6
1409,8871,-10540,1409,1409,8590,5
1410,4411,-7354,1410,1410,8589,5
1411,1856,7045,1411,1411,8588,3
1412,2498,16362,1412,1412,8587,2
1413,4636,-3373,1413,1413,8586,7
1414,9899,-4841,1414,1414,8585,5
1415,7530,-25453,1415,1415,8584,6
1416,7960,-13939,1416,1416,8583,4
1417,5148,-309,1417,1417,8582,0
1418,6631,-3623,1418,1418,8581,0
1419,8593,-5725,1419,1419,8580,0
1420,299,429,1420,1420,8579,7
1421,8363,9094,1421,1421,8578,4
1422,7280,3410,3102,1422,8577,2
1423,7538,-7106,1423,1423,8576,8
1424,9794,3537,1424,1424,8575,4
1425,5842,-5727,1425,1425,8574,6
1426,2261,1002,1426,1426,8573,6
1427,3787,-2960,1427,1427,8572,7
1428,5418,-11810,1428,1428,8571,2
1429,6377,2282,1429,1429,8570,3
1430,422,3263,1430,1430,8569,8
1431,3421,9602,1431,1431,8568,2
1432,6246,-2150,1432,1432,8567,9
1433,5020,-1398,1433,1433,8566,3
1434,8924,-1670,1434,1434,8565,8
1435,3490,-8905,1435,1435,8564,7
1436,7589,12991,1436,1436,8563,3
1437,6633,17772,1437,1437,8562,1
1438,74,-9771,1438,1438,8561,7
1439,4087,-9296,1439,1439,8560,3
1440,9911,11671,1440,1440,8559,8
1441,5614,-8400,1441,1441,8558,7
1442,628,-20141,1442,1442,8557,3
1443,9141,7363,1443,1443,8556,8
1444,6162,-12532,1444,1444,8555,9
1445,1707,-4484,1445,1445,8554,5
1446,7756,-5629,1446,1446,8553,5
1447,9759,6998,1447,1447,8552,6
1448,4180,-5815,1448,1448,8551,1
1449,5944,1884,1449,1449,8550,8
1450,5076,-18921,1450,1450,8549,8
1451,2499,-13425,1451,1451,8548,3
1452,8235,-8182,5150,1452,8547,3
1453,3155,-16576,1453,1453,8546,4
1454,5325,7235,1454,1454,8545,8
1455,4023,-4711,1455,1455,8544,5
1456,7662,15284,9115,1456,8543,7
1457,286,-4045,1457,1457,8542,5
1458,2310,19710,7911,1458,8541,2
1459,6599,-473,1459,1459,8540,5
1460,4742,-16772,1460,1460,8539,4
1461,7255,2309,1461,1461,8538,9
1462,6549,-2143,1462,1462,8537,0
1463,2350,2681,1463,1463,8536,2
1464,7293,-2582,1464,1464,8535,1
1465,4796,-2076,1465,1465,8534,8
1466,5583,2073,1466,1466,8533,5
1467,2261,-6906,1467,1467,8532,5
1468,8583,5139,5109,1468,8531,9
1469,9993,22668,1469,1469,8530,3
1470,9349,7233,1470,1470,8529,5
1471,560,-3615,1471,1471,8528,0
1472,700,-23047,6958,1472,8527,8
1473,1255,-8907,1473,1473,8526,6
